original_title,budget,revenue,popularity,release_date,runtime,vote_average,vote_count,Genre1,Genre2,Genre3,Genre4,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,keyword18,keyword19,keyword20,keyword21,keyword22,keyword23,keyword24,keyword25,keyword26,id,cast1,Actor1,Cast2,Actor2,cast3,Actor3,cast4,Actor4,original_language,tagline,homepage,title,overview,,status,production_companies1,production_companies2,production_companies3,production_companies4,production_companies5,production_companies6,production_companies7,production_companies8,production_companies9,production_companies10,production_companies11,production_countries Code 1,production_countries 1,production_countries Code 2,production_countries 2,production_countries Code 3,production_countries 3,production_countries code 4,production_countries 4,Spoken Language Code 1,Spoken Language 1,Spoken Language Code 2,Spoken Language 2,Spoken Language Code 3,Spoken Language 3,Spoken Language Code 4,Spoken Language 4,Spoken Language Code 5,Spoken Language 5,Spoken Language Code 6,Spoken Language 6,ProfitFactor
Salt,110000000,293329073,48.829437,21/7/10,100,6.2,2093,Action,Mystery,Thriller,,assassination,spy,cia,kidnapping,coldwar,sovietunion,doubleagent,raceagainsttime,revenge,ontherun,shootout,espionage,femaleprotagonist,hitwoman,terrorism,violence,russianspy,intelligenceofficer,actionheroine,,,,,,,,27576,EvelynSalt,AngelinaJolie,TheodoreWinter,DarrylPeabody,ChiwetelEjiofor,OlegVasilyevichOrlov,MikeKrause,AugustDiehl,en,WhoisSalt?,http://www.sonypictures.com/homevideo/salt/,Salt,"AsaCIAofficer,EvelynSaltsworeanoathtoduty,honorandcountry.HerloyaltywillbetestedwhenadefectoraccusesherofbeingaRussianspy.Saltgoesontherun,usingallherskillsandyearsofexperienceasacovertoperativetoeludecapture.Salt'seffortstoproveherinnocenceonlyservetocastdoubtonhermotives,asthehunttouncoverthetruthbehindheridentitycontinuesandthequestionremains:""WhoisSalt?""",,Released,ColumbiaPictures,DiBonaventuraPictures,RelativityMedia,WintergreenProductions,,,,,,,,US, United States of America,,,,,,,en,English,ru,Russian,ko,Korean,,,,,,,1
Noah,125000000,362637473,46.115758,20/3/14,139,5.6,2350,Drama,Adventure,,,bible,god,noah,3d,,,,,,,,,,,,,,,,,,,,,,,86834,Noah,RussellCrowe,Naameh,Ila,EmmaWatson,Ham,Methuselah,AnthonyHopkins,en,Theendoftheworldisjustthebeginning.,http://www.noahmovie.com,Noah,Amanwhosuffersvisionsofanapocalypticdelugetakesmeasurestoprotecthisfamilyfromthecomingflood.,,Released,ParamountPictures,RegencyEnterprises,ProtozoaPictures,DisruptionEntertainment,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
The Adventures of Tintin,130000000,371940071,89.938296,25/10/11,107,6.7,2061,Adventure,Animation,Mystery,,riddle,captain,treasure,liquor,treasurehunt,sunkentreasure,plot,reporter,3d,action,,,,,,,,,,,,,,,,,17578,Tintin(voice),JamieBell,CaptainHaddock/SirFrancisHaddock(voice),Sakharine/RedRackham(voice),DanielCraig,Thomson(voice),InspectorThompson(voice),SimonPegg,en,"Thisyear,discoverhowfaradventurewilltakeyou.",http://www.us.movie.tintin.com/,TheAdventuresofTintin,"Intrepidyoungreporter,Tintinandhisloyaldog,Snowyarethrustintoaworldofhighadventurewhentheydiscoverashipcarryinganexplosivesecret.AsTintinisdrawnintoacenturies-oldmystery,IvanIvanovitchSakharinesuspectshimofstealingapricelesstreasure.TintinandSnowy,withthehelpofsalty,cantankerousCaptainHaddockandbumblingdetectives,Thompson&amp;Thomson,travelhalftheworld,onestepaheadoftheirenemiesasTintinendeavorstofindTheUnicorn,asunkenshipthatmayholdavastfortune,butalsoanancientcurse.",,Released,ParamountPictures,ColumbiaPictures,WingNutFilms,AmblinEntertainment,NickelodeonMovies,"Kennedy/MarshallCompany,The",HemisphereMediaCapital,,,,,NZ, New Zealand, US, United States of America,,,,,en,English,,,,,,,,,,,1
Harry Potter and the Prisoner of Azkaban,130000000,789804554,79.679601,31/5/04,141,7.7,5877,Adventure,Fantasy,Family,,flying,traitor,magic,cuttingthecord,childhero,broom,sorcerer'sapprentice,schoolofwitchcraft,griffon,blackmagic,timetravel,bestfriend,werewolf,dark,muggle,aftercreditsstinger,,,,,,,,,,,673,HarryPotter,DanielRadcliffe,RonWeasley,HermioneGranger,EmmaWatson,SiriusBlack,RemusLupin,DavidThewlis,en,Somethingwickedthiswaycomes.,,HarryPotterandthePrisonerofAzkaban,"Harry,RonandHermionereturntoHogwartsforanothermagic-filledyear.Harrycomesfacetofacewithdangeryetagain,thistimeintheformofescapedconvict,SiriusBlackäóñandturnstosympatheticProfessorLupinforhelp.",,Released,Pictures,Heydayfilms,WarnerBros.,,,,,,,,,GB, United Kingdom, US, United States of America,,,,,en,English,,,,,,,,,,,1
Australia,130000000,49554002,28.840997,18/11/08,165,6.3,694,Drama,,,,missionary,worldwarii,ranch,australia,british,racist,cattledrive,aftercreditsstinger,stampede,waltzingmatilda,trampledtodeath,,,,,,,,,,,,,,,,6972,LadySarahAshley,NicoleKidman,TheDrover,Katherine,EssieDavis,NeilFletcher,KingCarney,BryanBrown,en,WelcometoAustralia!,,Australia,"SetinnorthernAustraliabeforeWorldWarII,anEnglisharistocratwhoinheritsasprawlingranchreluctantlypactswithastock-maninordertoprotecthernewpropertyfromatakeoverplot.Asthepairdrive2,000headofcattleoverunforgivinglandscape,theyexperiencethebombingofDarwin,Australia,byJapaneseforcesfirsthand.",,Released,BazmarkFilms,IngeniousFilmPartners,TwentiethCenturyFoxFilmCorporation,DuneEntertainmentIII,ScreenWest,,,,,,,AU, Australia, US, United States of America, GB, United Kingdom,,,en,English,ja,Japanese,,,,,,,,,0
After Earth,130000000,243843127,42.840582,30/5/13,100,5,2532,ScienceFiction,Action,Adventure,,dystopia,,,,,,,,,,,,,,,,,,,,,,,,,,82700,KitaiRaige,JadenSmith,CypherRaige,FaiaRaige,SophieOkonedo,SenshiRaige,CommanderVelan,GlennMorshower,en,"Dangerisreal,fearisachoice",,AfterEarth,"Onethousandyearsaftercataclysmiceventsforcedhumanity'sescapefromEarth,NovaPrimehasbecomemankind'snewhome.LegendaryGeneralCypherRaigereturnsfromanextendedtourofdutytohisestrangedfamily,readytobeafathertohis13-year-oldson,Kitai.WhenanasteroidstormdamagesCypherandKitai'scraft,theycrash-landonanowunfamiliaranddangerousEarth.Ashisfatherliesdyinginthecockpit,Kitaimusttrekacrossthehostileterraintorecovertheirrescuebeacon.Hiswholelife,Kitaihaswantednothingmorethantobeasoldierlikehisfather.Today,hegetshischance.",,Released,ColumbiaPictures,BlindingEdgePictures,OverbrookEntertainment,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
Dinosaur,127500000,354248063,26.548594,19/5/00,82,6.2,542,Animation,Family,,,cataclysm,asteroid,leader,comet,animation,prehistoric,prehistoricegg,dinosaur,nestinggrounds,prehistoriccreature,prehistoricadventure,lemur,prehistorictimes,,,,,,,,,,,,,,10567,Aladar(voice),D.B.Sweeney,Plio(voice),Yar(voice),OssieDavis,Zini(voice),Suri(voice),HaydenPanettiere,en,Youhaveneverseenanythinglikethis.,,Dinosaur,Anorphaneddinosaurraisedbylemursjoinsanarduoustrektoasancturaryafterameteoriteshowerdestroyshisfamilyhome.,,Released,WaltDisneyPictures,WaltDisneyFeatureAnimation,,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
Night at the Museum: Secret of the Tomb,127000000,349424282,115.597753,17/12/14,97,6.1,1851,Adventure,Comedy,Fantasy,Family,nightwatchman,museum,naturalhistory,history,smithsonian,,,,,,,,,,,,,,,,,,,,,,181533,LarryDaley,BenStiller,Ahkmenrah,Tilly,RebelWilson,TheodoreRoosevelt,JedediahSmith,OwenWilson,en,OneFinalNighttoSavetheDay.,,NightattheMuseum:SecretoftheTomb,"WhenthemagicpowersofTheTabletofAhkmenrahbegintodieout,LarryDaley(BenStiller)spanstheglobe,unitingfavoriteandnewcharacterswhileembarkingonanepicquesttosavethemagicbeforeitisgoneforever.",,Released,TwentiethCenturyFoxFilmCorporation,Pictures,LapsEntertainment,MovingPictureCompany(MPC),TSGEntertainment,,,,,,,GB, United Kingdom, US, United States of America,,,,,en,English,,,,,,,,,,,1
Megamind,130000000,321887208,68.757242,28/10/10,95,6.7,1918,Animation,Action,Comedy,Family,avingtheworld,date,prison,secretidentity,fish,gun,dna,mayor,antihero,rain,museum,one-sidedlove,serum,talkinganimal,reporter,duringcreditsstinger,strongervillain,,,,,,,,,,38055,Megamind(voice),WillFerrell,MetroMan(voice),RoxanneRitchi(voice),TinaFey,Titan(voice),Minion(voice),DavidCross,en,Hisbrainisoffthechain.,http://www.megamind.com,Megamind,"BumblingsupervillainMegamindfinallydefeatshisnemesis,thesuperheroMetroMan.Butwithoutahero,helosesallpurposeandmustfindnewmeaningtohislife.",,Released,DreamWorksAnimation,,,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
Harry Potter and the Philosopher's Stone,125000000,976475550,109.984351,16/11/01,152,7.5,7006,Adventure,Fantasy,Family,,witch,christmasparty,magic,cuttingthecord,halloween,childhero,broom,chosenone,frog,fantasyworld,basedonyoungadultnovel,,,,,,,,,,,,,,,,671,HarryPotter,DanielRadcliffe,RonWeasley,HermioneGranger,EmmaWatson,AlbusDumbledore,DracoMalfoy,TomFelton,en,LettheMagicBegin.,http://harrypotter.warnerbros.com/harrypotterandthedeathlyhallows/mainsite/index.html,HarryPotterandthePhilosopher'sStone,"HarryPotterhaslivedunderthestairsathisauntanduncle'shousehiswholelife.Butonhis11thbirthday,helearnshe'sapowerfulwizard--withaplacewaitingforhimattheHogwartsSchoolofWitchcraftandWizardry.Ashelearnstoharnesshisnewfoundpowerswiththehelpoftheschool'skindlyheadmaster,Harryuncoversthetruthabouthisparents'deaths--andaboutthevillainwho'stoblame.",,Released,Pictures,WarnerBros.,HeydayFilms,,,,,,,,,GB, United Kingdom, US, United States of America,,,,,en,English,,,,,,,,,,,1
R.I.P.D.,130000000,61648500,39.448066,18/7/13,96,5.4,1260,Fantasy,Action,Comedy,Crime,gold,policeoperation,partner,revenge,undead,ghost,policedepartment,,,,,,,,,,,,,,,,,,,,49524,RoyPulsipher,JeffBridges,NickWalker,BobbyHayes,KevinBacon,Julia,Proctor,Mary-LouiseParker,en,Toprotectandservetheliving,http://www.ripd.com/,R.I.P.D.,ArecentlyslaincopjoinsateamofundeadpoliceofficersworkingfortheRestinPeaceDepartmentandtriestofindthemanwhomurderedhim.BasedonthecomicbyPeterM.Lenkov.,,Released,UniversalPictures,OriginalFilm,DarkHorseEntertainment,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,0
Pirates of the Caribbean: The Curse of the Black Pearl,140000000,655011224,271.972889,9/7/03,143,7.5,6985,Adventure,Fantasy,Action,,exoticisland,blacksmith,eastindiatradingcompany,gold,marriageproposal,mutiny,jamaica,skeleton,daughter,governor,woodeneye,goldcoin,pirate,alcoholic,swashbuckler,caribbean,aftercreditsstinger,pirateship,capuchinmonkey,tortuga,,,,,,,22,CaptainJackSparrow,JohnnyDepp,CaptainHectorBarbossa,WillTurner,OrlandoBloom,ElizabethSwann,CommodoreJamesNorrington,JackDavenport,en,Preparetobeblownoutofthewater.,http://disney.go.com/disneyvideos/liveaction/pirates/main_site/main.html,PiratesoftheCaribbean:TheCurseoftheBlackPearl,"JackSparrow,afreewheeling17th-centurypiratewhoroamstheCaribbeanSea,buttsheadswitharivalpiratebentonpillagingthevillageofPortRoyal.Whenthegovernor'sdaughteriskidnapped,Sparrowdecidestohelpthegirl'slovesaveher.Buttheirseafaringmissionishardlysimple.",,Released,WaltDisneyPictures,JerryBruckheimerFilms,,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
The Hunger Games: Mockingjay - Part 1,125000000,752100229,206.227151,18/11/14,123,6.6,5584,ScienceFiction,Adventure,Thriller,,resistance,post-apocalyptic,dystopia,war,sequel,femaleprotagonist,bowandarrow,game,futurewar,revolt,classprejudice,humansubjugation,basedonyoungadultnovel,,,,,,,,,,,,,,131631,KatnissEverdeen,JenniferLawrence,PeetaMellark,GaleHawthorne,LiamHemsworth,HaymitchAbernathy,PresidentSnow,DonaldSutherland,en,Fireburnsbrighterinthedarkness,http://www.thehungergames.movie/,TheHungerGames:Mockingjay-Part1,KatnissEverdeenreluctantlybecomesthesymbolofamassrebellionagainsttheautocraticCapitol.,,Released,Lionsgate,ColorForce,,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
The Da Vinci Code,125000000,767820459,45.313197,17/5/06,149,6.5,2704,Thriller,Mystery,,,aris,holygrail,christianity,monk,basedonnovel,zurich,secretsociety,louvre,curator,symbologist,opusdei,heresy,monalisa,freemason,conspiracy,pentagram,tomb,catholicism,cryptologist,iconography,albino,sect,,,,,591,RobertLangdon,TomHanks,SophieNeveu,SirLeighTeabing,IanMcKellen,Silas,CaptainBezuFache,JeanReno,en,Seekthetruth.,http://www.sonypictures.com/homevideo/thedavincicode/index.html,TheDaVinciCode,"WhenthecuratoroftheLouvreisfoundmurderedinthefamedmuseum'shallowedhalls,Harvardprofessor,RobertLangdonandcryptographer,SophieNevemustuntangleadeadlywebofdeceitinvolvingtheworksofLeonardodaVinci.",,Released,ColumbiaPictures,ImagineEntertainment,SkylarkProductions,GovernmentofMalta,,,,,,,,US, United States of America, MT, Malta, FR, France, GB, United Kingdom,en,English,fr,French,La,Latin,es,"Spanish, Castilian",,,,,1
Rio 2,103000000,500188435,42.40024,19/3/14,102,6.3,978,Animation,Adventure,Comedy,Family,bird,sequel,jungle,audition,amazonrainforest,parrots,,,,,,,,,,,,,,,,,,,,,172385,Blu(voice),JesseEisenberg,Jewel(voice),Linda(voice),LeslieMann,Nico(voice),Eduardo(voice),AndyGarc\u00eda,en,"He'svillainous,she'svenomous.",http://www.riomovies.com/,Rio2,"It'sajungleoutthereforBlu,Jewelandtheirthreekidsafterthey'rehurtledfromRiodeJaneirotothewildsoftheAmazon.AsBlutriestofitin,hegoesbeak-to-beakwiththevengefulNigel,andmeetsthemostfearsomeadversaryofall:hisfather-in-law.",,Released,BlueSkyStudios,TwentiethCenturyFoxAnimation,,,,,,,,,,US, United States of America,,,,,,,en,English,pt,Portuguese,,,,,,,,,1
X2,110000000,407711549,2.871739,24/4/03,133,6.8,3506,Adventure,Action,ScienceFiction,Thriller,mutant,marvelcomic,superhero,basedoncomicbook,superhuman,,,,,,,,,,,,,,,,,,,,,,36658,CharlesXavier/ProfessorX,PatrickStewart,Logan/Wolverine,EricLensherr/Magneto,IanMcKellen,OroroMunroe/Storm,JeanGrey/Phoenix,FamkeJanssen,en,Thetimehascomeforthosewhoaredifferenttostandunited.,,X2,"ProfessorCharlesXavierandhisteamofgeneticallygiftedsuperheroesfacearisingtideofanti-mutantsentimentledbyCol.WilliamStryker.Storm,WolverineandJeanGreymustjointheirusualnemesesäóñMagnetoandMystiqueäóñtounhingeStryker'sschemetoexterminateallmutants.",,Released,TwentiethCenturyFoxFilmCorporation,Donners'Company,BadHatHarryProductions,MarvelEnterprises,XMProductions,XFCanadaProductions,,,,,,US, United States of America,,,,,,,en,English,de,German,it,Italian,,,,,,,1
Fast Five,125000000,626137675,7.255718,20/4/11,130,7.1,2438,Action,Thriller,Crime,,brazil,fbi,freedom,escapefromprison,carcrash,heist,organizedcrime,ontherun,money,fugitive,policechase,escapedconvict,car,imax,automobileracing,duringcreditsstinger,,,,,,,,,,,51497,DominicToretto,VinDiesel,BrianO'Conner,MiaToretto,JordanaBrewster,RomanPearce,TejParker,Ludacris,en,GettheFifthGear.,http://www.watchvideoseries.com/movies/fast-five-2011-2/,FastFive,"FormercopBrianO'Connerpartnerswithex-conDomTorettoontheoppositesideofthelaw.SinceBrianandMiaTorettobrokeDomoutofcustody,they'veblownacrossmanyborderstoeludeauthorities.NowbackedintoacornerinRiodeJaneiro,theymustpullonelastjobinordertogaintheirfreedom.",,Released,UniversalPictures,OriginalFilm,OneRaceProductions,,,,,,,,,US, United States of America,,,,,,,en,English,es,"Spanish, Castilian",pt,Portuguese,it,Italian,,,,,1
Sherlock Holmes: A Game of Shadows,125000000,334615000,81.499621,22/11/11,129,7,3886,Adventure,Action,Crime,Mystery,detectiveinspector,steampunk,criminalmastermind,,,,,,,,,,,,,,,,,,,,,,,,58574,SherlockHolmes,RobertDowneyJr.,Dr.JohnWatson,ProfessorJamesMoriarty,JaredHarris,MadamSimzaHeron,MaryMorstan,KellyReilly,en,Thegameisafoot.,http://sherlockholmes2.warnerbros.com/index.html,SherlockHolmes:AGameofShadows,"Thereisanewcriminalmastermindatlarge(ProfessorMoriarty)andnotonlyisheHolmesäó»intellectualequal,buthiscapacityforevilandlackofconsciencemaygivehimanadvantageoverthedetective.",,Released,VillageRoadshowPictures,SilverPictures,LinPictures,WarnerBros.,WigramProductions,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
Clash of the Titans,125000000,232713139,47.686442,1/4/10,106,5.6,2233,Adventure,Fantasy,Action,,hades,mythology,greekmythology,zeus,medusa,mythologicalbeast,seamonster,perseus,kraken,gods,ancientgreece,basedongreekmyth,3d,,,,,,,,,,,,,,18823,Perseus,SamWorthington,Zeus,Hades,RalphFiennes,Io,Calibos/Acrisius,JasonFlemyng,en,Titanswillclash.,http://www.clash-of-the-titans.com/,ClashoftheTitans,"Bornofagodbutraisedasaman,PerseusishelplesstosavehisfamilyfromHades,vengefulgodoftheunderworld.Withnothingtolose,PerseusvolunteerstoleadadangerousmissiontodefeatHadesbeforehecanseizepowerfromZeusandunleashhellonearth.Battlingunholydemonsandfearsomebeasts,PerseusandhiswarriorswillonlysurviveifPerseusacceptshispowerasagod,defiesfateandcreateshisowndestiny.",,Released,TheZanuckCompany,LegendaryPictures,ThunderRoadPictures,WarnerBros.,MovingPictureCompany(MPC),,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
Total Recall,65000000,261317921,43.129703,1/6/90,113,7.1,1710,Action,Adventure,ScienceFiction,,oxygen,falselyaccused,resistance,mars,doublelife,telepathy,mutant,hologram,spacecolony,falseidentity,secretagent,dystopia,cyberpunk,falsememory,implantedmemory,,,,,,,,,,,,861,DouglasQuaid/Hauser,ArnoldSchwarzenegger,Lori,Melina,RachelTicotin,VilosCohaagen,Richter,MichaelIronside,en,"Theystolehismind,nowhewantsitback.",,TotalRecall,"ConstructionworkerDouglasQuaiddiscoversamemorychipinhisbrainduringavirtual-realitytrip.Healsofindsthathispasthasbeeninventedtoconcealaplotofplanetarydomination.Soon,he'sofftoMarstofindoutwhoheisandwhoplantedthechip.",,Released,TriStarPictures,CarolcoPictures,CarolcoInternationalN.V.,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
The 13th Warrior,160000000,61698899,27.220157,27/8/99,102,6.4,510,Adventure,Fantasy,Action,,witch,cave,arabian,scandinavia,bagdad,viking,iraq,war,mission,,,,,,,,,,,,,,,,,,1911,AhmadIbnFadl\u0101n,AntonioBanderas,Buliwyf,HergertheJoyous,DennisStorh\u00f8i,EdgthotheSilent,HelfdanetheFat,CliveRussell,en,Preyfortheliving.,,The13thWarrior,"InAD922,Arabcourtier,AhmadIbnFadlanaccompaniesapartyofVikingstothebarbaricNorthtocombataterrorthatslaughtersVikingsanddevourstheirflesh.",,Released,TouchstonePictures,,,,,,,,,,,US, United States of America,,,,,,,en,English,no,Norwegian,,,,,,,,,0
The Bourne Legacy,130000000,276572938,90.33681,8/8/12,120,6,2651,Action,Thriller,,,assassin,wolf,maryland,suicidebygunshot,rooftop,explodinghouse,laptop,trackingdevice,fakeid,seoulsouthkorea,pharmaceuticallab,governmentconspiracy,roofchase,manilaphilippines,hunted,falsepassport,albertacanada,lieutenantgeneral,,,,,,,,,49040,AaronCross,JeremyRenner,Dr.MartaShearing,Byer,EdwardNorton,EzraKramer,Turso,StacyKeach,en,ThereWasNeverJustOne,http://www.thebournelegacy.com/,TheBourneLegacy,"NewCIAoperative,AaronCrossexperienceslife-or-deathstakesthathavebeentriggeredbythepreviousactionsofJasonBourne.",,Released,UniversalPictures,Dentsu,RelativityMedia,"Kennedy/MarshallCompany,The",CaptivateEntertainment,,,,,,,US, United States of America,,,,,,,en,English,ru,Russian,,,,,,,,,1
Batman & Robin,125000000,238207122,50.073575,20/6/97,125,4.2,1418,Action,Crime,Fantasy,,doublelife,dccomics,dualidentity,crimefighter,fictionalplace,gothamcity,superhero,creditcard,superpowers,,,,,,,,,,,,,,,,,,415,BruceWayne/Batman,GeorgeClooney,DickGrayson/Robin,Dr.VictorFries/Mr.Freeze,ArnoldSchwarzenegger,Dr.PamelaIsley/PoisonIvy,BarbaraWilson/Batgirl,AliciaSilverstone,en,Strength.Courage.Honor.Andloyalty.,,Batman&Robin,"Alongwithcrime-fightingpartnerRobinandnewrecruitBatgirl,BatmanbattlesthedualthreatoffrostygeniusMr.FreezeandhomicidalhorticulturalistPoisonIvy.FreezeplanstoputGothamCityonice,whileIvytriestodriveawedgebetweenthedynamicduo.",,Released,PolyGramFilmedEntertainment,WarnerBros.,,,,,,,,,,GB, United Kingdom, US, United States of America,,,,,en,English,,,,,,,,,,,1
How the Grinch Stole Christmas,123000000,345141403,45.419668,17/11/00,104,6.2,1386,Family,Comedy,Fantasy,,oliday,christmasparty,newlove,santaclaus,village,kidsandfamily,,,,,,,,,,,,,,,,,,,,,8871,Grinch,JimCarrey,CindyLouWho,MayorAugustusMaywho,JeffreyTambor,MarthaMayWhovier,LouLouWho,BillIrwin,en,Heputsthemeaningreen.,http://www.grinched.com/,HowtheGrinchStoleChristmas,"InsideasnowflakeexiststhemagicallandofWhoville.InWhoville,livetheWhos,analmostmutatedsortofMunchkin-likepeople.AlltheWhosloveChristmas,yetjustoutsideoftheirbelovedWhovillelivestheGrinch.TheGrinchisanastycreaturethathatesChristmas,andplotstostealitawayfromtheWhos,whomheequallyabhors.Yetasmallchild,CindyLouWho,decidestotrybefriendingtheGrinch.",,Released,ImagineEntertainment,UniversalPictures,,,,,,,,,,DE, Germany, US, United States of America,,,,,en,English,,,,,,,,,,,1
The Day After Tomorrow,125000000,544272402,41.380094,26/5/04,124,6.2,2392,Action,Adventure,ScienceFiction,Thriller,avingtheworld,library,cataclysm,climatechange,greenhouseeffect,tornado,twister,hurricane,hail,temperaturedrop,iceage,polarzone,meteorology,gulfstream,barrierice,icemelting,thirdworld,exodus,evacuation,climate,government,snow,losangeles,scientist,doomsday,"id:157160,name:antarctic",435,JackHall,DennisQuaid,SamHall,LauraChapman,EmmyRossum,JasonEvans,FrankHarris,JayO.Sanders,en,Wherewillyoube?,http://www.thedayaftertomorrow.com/,TheDayAfterTomorrow,"Afteryearsofincreasesinthegreenhouseeffect,havociswreakedgloballyintheformofcatastrophichurricanes,tornadoes,tidalwaves,floodsandthebeginningofanewIceAge.Paleoclimatologist,JackHalltriestowarntheworldwhilealsoshepherdingtosafetyhisson,trappedinNewYorkafterthecityisoverwhelmedbythestartofthenewbigfreeze.",,Released,LionsGateFilms,TwentiethCenturyFoxFilmCorporation,CentropolisEntertainment,MarkGordonProductions,Mel'sCiteduCinema,,,,,,,US, United States of America,,,,,,,en,English,ja,Japanese,fr,French,ar,Arabic,es,"Spanish, Castilian",,,1
Mission: Impossible II,125000000,546388105,54.931334,24/5/00,123,5.9,1928,Adventure,Action,Thriller,,terror,spain,cia,helicopter,secretidentity,skyscraper,undercover,island,ex-lover,secretmission,dyinganddeath,secretagent,computer,duel,lethalvirus,violence,rescueteam,agent,car,researchlaboratory,,,,,,,955,EthanHunt,TomCruise,SeanAmbrose,NyahNordoff-Hall,ThandieNewton,LutherStickell,HughStamp,RichardRoxburgh,en,Expecttheimpossibleagain.,http://www.missionimpossible.com/,Mission:ImpossibleII,"WithcomputergeniusLutherStickellathissideandabeautifulthiefonhismind,agentEthanHuntracesacrossAustraliaandSpaintostopaformerIMFagentfromunleashingageneticallyengineeredbiologicalweaponcalledChimera.Thismission,shouldHuntchoosetoacceptit,plungeshimintothecenterofaninternationalcrisisofterrifyingmagnitude.",,Released,ParamountPictures,Cruise/WagnerProductions,MunichFilmPartners&Company(MFP)MIProductions,,,,,,,,,DE, Germany, US, United States of America,,,,,en,English,,,,,,,,,,,1
